2.0	0.00041625347082296926	1.9680166718494263e-8
2.005	0.0004355471900865382	2.2319355474920144e-8
2.01	0.0004310998442162983	2.532584408854177e-8
2.015	0.0004582626834144232	2.8753353142896287e-8
2.02	0.0004288069207986078	3.266396120249482e-8
2.025	0.0004598072312106405	3.712950746859178e-8
2.03	0.00043334087208923844	4.2233240904465674e-8
2.035	0.0004665768940196324	4.807177711452226e-8
2.04	0.0004376237815182371	5.475742870242328e-8
2.045	0.00043114120620146856	6.242095473840692e-8
2.05	0.0004373882622076275	7.121487355377099e-8
2.055	0.0004080193720418235	8.131738671313116e-8
2.06	0.0004197682615314502	9.293711578095554e-8
2.065	0.00041759154684395394	1.0631877034317228e-7
2.07	0.0004161081747505735	1.2175000407843584e-7
2.075	0.00047604402197587437	1.3956968969441874e-7
2.08	0.00045476801504051867	1.6017797876966e-7
2.085	0.00042307132439523	1.840485331916497e-7
2.09	0.00040863096959176115	2.1174348918684416e-7
2.095	0.000442239254599075	2.4393180697579453e-7
2.1	0.00044508308384239026	2.8141187913277577e-7
2.105	0.0004348793983228738	3.2513949654866536e-7
2.11	0.00046272436082850366	3.762626002989933e-7
2.115	0.000441572836449744	4.3616467793050617e-7
2.12	0.000405498254620551	5.065192248965289e-7
2.125	0.0004150472366051261	5.89358471470014e-7
2.13	0.0003961038364337366	6.871606001990216e-7
2.135	0.00042895786833840877	8.029611294757544e-7
2.14	0.0004170769954837672	9.404960866765677e-7
2.145	0.0003843284210712783	1.1043873568983287e-6
2.15	0.00042361649048416883	1.300384454117065e-6
2.155	0.0004192523270865056	1.535682491726753e-6
2.16	0.0004231537226194737	1.819344074172058e-6
2.165	0.00042001156071280743	2.1628644822913046e-6
2.17	0.00042164622805795915	2.580936753537877e-6
2.175	0.0004326712995942339	3.0924992142633556e-6
2.18	0.0004253760056542877	3.722187781662889e-6
2.185	0.00043626680557584674	4.502377297654903e-6
2.19	0.00043482758093682516	5.476094787737473e-6
2.195	0.0004387880260675603	6.701248059459708e-6
2.2	0.00038161027150984683	8.256880967616453e-6
2.205	0.00043550918730217436	1.0252626566731315e-5
2.21	0.0004124837993383368	1.2843344287860603e-5
2.215	0.00041055071336471016	1.6252424490659223e-5
2.22	0.00040694672751762084	2.081011133847621e-5
2.225	0.00041633481942571215	2.7018959979918655e-5
